date,county,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
5/29/2020,Yolo County,245,214,0,0,0
5/29/2020,Yuba County,28,16,5,5,0
5/29/2020,Wilton Rancheria Tribe,0,0,10,10,0
5/29/2020,Bishop Paiute Tribal Council,0,0,5,5,0
6/1/2020,Alameda County,533,430,91,91,0
6/1/2020,Alpine County,0,0,0,0,0
6/1/2020,Amador County,0,0,0,0,0
6/1/2020,Butte County,119,119,0,0,0
6/1/2020,Calaveras County,73,25,0,0,0
6/1/2020,Colusa County,0,0,0,0,0
6/1/2020,Contra Costa County,568,419,0,0,0
6/1/2020,Del Norte County,20,13,0,0,0
6/1/2020,El Dorado County,26,13,0,0,0
6/1/2020,Fresno County,305,250,28,28,0
6/1/2020,Glenn County,1,1,0,0,0
6/1/2020,Humboldt County,74,44,15,7,0
6/1/2020,Imperial County,132,132,37,10,0
6/1/2020,Inyo County,10,1,0,0,0
6/1/2020,Kern County,1,1,15,15,0
6/1/2020,Kings County,41,41,0,0,0
6/1/2020,Lake County,15,9,0,0,0
6/1/2020,Lassen County,3,3,0,0,0
6/1/2020,Los Angeles County,4229,3072,651,651,0
6/1/2020,Madera County ,17,17,0,0,0
6/1/2020,Marin County ,190,114,44,7,0
6/1/2020,Mariposa County,44,10,0,0,0
6/1/2020,Mendocino County,191,153,0,0,0
6/1/2020,Merced County,112,74,0,0,0
6/1/2020,Modoc County,5,0,0,0,0
6/1/2020,Mono County,5,0,0,0,0
6/1/2020,Monterey County,142,98,108,15,8
6/1/2020,Napa County ,97,53,18,12,0
6/1/2020,Nevada County ,70,10,0,0,0
6/1/2020,Orange County,666,474,78,78,0
6/1/2020,Placer County,73,40,12,12,0
6/1/2020,Plumas County,14,14,0,0,0
6/1/2020,Riverside County,339,339,15,15,0
6/1/2020,Sacramento County,423,371,63,63,0
6/1/2020,San Benito County,67,50,3,3,0
6/1/2020,San Bernardino��Co,50,37,20,0,20
6/1/2020,San Diego County,1617,272,44,44,0
6/1/2020,San Francisco,2809,1154,91,91,0
6/1/2020,San Joaquin County,76,52,8,8,0
6/1/2020,San Luis Obispo County,155,0,14,14,0
6/1/2020,San Mateo County,166,166,0,0,0
6/1/2020,Santa Barbara County,141,140,0,0,0
6/1/2020,Santa Clara County,649,442,105,105,0
6/1/2020,Santa Cruz County,118,99,35,0,5
6/1/2020,Shasta County,35,27,0,0,0
6/1/2020,Sierra County,0,0,0,0,0
6/1/2020,Siskiyou County,0,0,6,6,0
6/1/2020,Solano County,198,54,0,0,0
6/1/2020,Sonoma County,157,82,0,0,0
6/1/2020,Stanislaus County,121,96,0,0,0
6/1/2020,Sutter County,19,19,5,5,0
6/1/2020,Tehama County,0,0,5,5,0
6/1/2020,Trinity County,10,0,0,0,0
6/1/2020,Tulare County,113,51,0,0,0
6/1/2020,Tuolumne County,50,34,0,0,0
6/1/2020,Ventura County,388,314,0,0,0
6/1/2020,Yolo County,245,216,0,0,0
6/1/2020,Yuba County,28,16,5,5,0
6/1/2020,Wilton Rancheria Tribe,0,0,10,10,0
6/1/2020,Bishop Paiute Tribal Council,0,0,5,5,0
6/2/2020,Alameda County,533,420,91,91,0
6/2/2020,Alpine County,0,0,0,0,0
6/2/2020,Amador County,0,0,0,0,0
6/2/2020,Butte County,119,119,0,0,0
6/2/2020,Calaveras County,73,25,0,0,0
6/2/2020,Colusa County,0,0,0,0,0
6/2/2020,Contra Costa County,567,421,0,0,0
6/2/2020,Del Norte County,20,13,0,0,0
6/2/2020,El Dorado County,26,13,0,0,0
6/2/2020,Fresno County,305,250,28,28,0
6/2/2020,Glenn County,1,1,0,0,0
6/2/2020,Humboldt County,74,41,15,7,0
6/2/2020,Imperial County,126,93,37,10,0
6/2/2020,Inyo County,10,1,0,0,0
6/2/2020,Kern County,1,15,15,15,0
6/2/2020,Kings County,41,41,0,0,0
6/2/2020,Lake County,15,9,0,0,0
6/2/2020,Lassen County,3,3,0,0,0
6/2/2020,Los Angeles County,4320,3265,651,651,0
6/2/2020,Madera County ,17,17,0,0,0
6/2/2020,Marin County ,190,116,44,7,0
6/2/2020,Mariposa County,44,10,0,0,0
6/2/2020,Mendocino County,187,147,0,0,0
6/2/2020,Merced County,112,74,0,0,0
6/2/2020,Modoc County,5,0,0,0,0
6/2/2020,Mono County,5,0,0,0,0
6/2/2020,Monterey County,142,98,108,15,8
6/2/2020,Napa County ,97,49,18,12,0
6/2/2020,Nevada County ,70,10,0,0,0
6/2/2020,Orange County,666,481,78,78,0
6/2/2020,Placer County,73,40,12,12,0
6/2/2020,Plumas County,14,14,0,0,0
6/2/2020,Riverside County,342,342,15,15,0
6/2/2020,Sacramento County,423,390,63,63,0
6/2/2020,San Benito County,67,59,3,3,0
6/2/2020,San Bernardino��Co,50,37,20,0,20
6/2/2020,San Diego County,1617,273,44,44,0
6/2/2020,San Francisco,2253,1176,91,91,0
6/2/2020,San Joaquin County,76,54,8,8,0
6/2/2020,San Luis Obispo County,155,0,14,14,0
6/2/2020,San Mateo County,163,163,0,0,0
6/2/2020,Santa Barbara County,132,130,0,0,0
6/2/2020,Santa Clara County,649,456,105,105,0
6/2/2020,Santa Cruz County,118,108,35,0,5
6/2/2020,Shasta County,35,27,0,0,0
6/2/2020,Sierra County,0,0,0,0,0
6/2/2020,Siskiyou County,0,0,6,6,0
6/2/2020,Solano County,203,66,0,0,0
6/2/2020,Sonoma County,157,52,0,0,0
6/2/2020,Stanislaus County,122,97,0,0,0
6/2/2020,Sutter County,19,19,5,5,0
6/2/2020,Tehama County,0,0,5,5,0
6/2/2020,Trinity County,10,0,0,0,0
6/2/2020,Tulare County,113,55,0,0,0
6/2/2020,Tuolumne County,50,34,0,0,0
6/2/2020,Ventura County,388,312,0,0,0
6/2/2020,Yolo County,245,216,0,0,0
6/2/2020,Yuba County,28,16,5,5,0
6/2/2020,Wilton Rancheria Tribe,0,0,10,10,0
6/2/2020,Bishop Paiute Tribal Council,0,0,5,5,0
6/3/2020,Alameda County,533,421,91,91,0
6/3/2020,Alpine County,0,0,0,0,0
6/3/2020,Amador County,0,0,0,0,0
6/3/2020,Butte County,122,122,0,0,0
6/3/2020,Calaveras County,73,25,0,0,0
6/3/2020,Colusa County,0,0,0,0,0
6/3/2020,Contra Costa County,567,421,0,0,0
6/3/2020,Del Norte County,20,14,0,0,0
6/3/2020,El Dorado County,26,17,0,0,0
6/3/2020,Fresno County,305,250,28,28,0
6/3/2020,Glenn County,1,1,0,0,0
6/3/2020,Humboldt County,74,44,15,7,0
6/3/2020,Imperial County,126,93,37,10,0
6/3/2020,Inyo County,10,1,0,0,0
6/3/2020,Kern County,1,15,15,15,0
6/3/2020,Kings County,41,41,0,0,0
6/3/2020,Lake County,15,9,0,0,0
6/3/2020,Lassen County,3,3,0,0,0
6/3/2020,Los Angeles County,4320,3312,651,651,0
6/3/2020,Madera County ,17,17,0,0,0
6/3/2020,Marin County ,190,123,44,7,0
6/3/2020,Mariposa County,44,10,0,0,0
6/3/2020,Mendocino County,187,147,0,0,0
6/3/2020,Merced County,112,74,0,0,0
6/3/2020,Modoc County,5,0,0,0,0
6/3/2020,Mono County,5,0,0,0,0
6/3/2020,Monterey County,142,98,108,15,8
6/3/2020,Napa County ,97,49,18,12,0
6/3/2020,Nevada County ,70,10,0,0,0
6/3/2020,Orange County,666,477,78,78,0
6/3/2020,Placer County,73,40,12,12,0
6/3/2020,Plumas County,14,14,0,0,0
6/3/2020,Riverside County,350,350,15,15,0
6/3/2020,Sacramento County,423,397,63,63,0
6/3/2020,San Benito County,67,59,3,3,0
6/3/2020,San Bernardino��Co,50,37,20,0,20
6/3/2020,San Diego County,1617,268,44,44,0
6/3/2020,San Francisco,2253,1200,91,91,0
6/3/2020,San Joaquin County,76,54,8,8,0
6/3/2020,San Luis Obispo County,155,0,14,14,0
6/3/2020,San Mateo County,164,164,0,0,0
6/3/2020,Santa Barbara County,129,126,0,0,0
6/3/2020,Santa Clara County,674,462,105,105,0
6/3/2020,Santa Cruz County,118,107,35,0,5
6/3/2020,Shasta County,35,27,0,0,0
6/3/2020,Sierra County,0,0,0,0,0
6/3/2020,Siskiyou County,0,0,6,6,0
6/3/2020,Solano County,203,66,0,0,0
6/3/2020,Sonoma County,157,52,0,0,0
6/3/2020,Stanislaus County,123,96,0,0,0
6/3/2020,Sutter County,19,19,5,5,0
6/3/2020,Tehama County,0,0,5,5,0
6/3/2020,Trinity County,10,0,0,0,0
6/3/2020,Tulare County,113,56,0,0,0
6/3/2020,Tuolumne County,50,34,0,0,0
6/3/2020,Ventura County,388,312,0,0,0
6/3/2020,Yolo County,245,211,0,0,0
6/3/2020,Yuba County,28,16,5,5,0
6/3/2020,Wilton Rancheria Tribe,0,0,10,10,0
6/3/2020,Bishop Paiute Tribal Council,0,0,5,5,0
6/4/2020,Alameda County,533,421,91,91,0
6/4/2020,Alpine County,0,0,0,0,0
6/4/2020,Amador County,0,0,0,0,0
6/4/2020,Butte County,122,122,0,0,0
6/4/2020,Calaveras County,73,25,0,0,0
6/4/2020,Colusa County,0,0,0,0,0
6/4/2020,Contra Costa County,568,429,0,0,0
6/4/2020,Del Norte County,20,14,0,0,0
6/4/2020,El Dorado County,26,17,0,0,0
6/4/2020,Fresno County,305,250,28,28,0
6/4/2020,Glenn County,1,1,0,0,0
6/4/2020,Humboldt County,74,47,15,7,0
6/4/2020,Imperial County,126,96,37,10,0
6/4/2020,Inyo County,10,1,0,0,0
6/4/2020,Kern County,1,15,15,15,0
6/4/2020,Kings County,41,40,0,0,0
6/4/2020,Lake County,15,9,0,0,0
6/4/2020,Lassen County,3,3,0,0,0
6/4/2020,Los Angeles County,4320,3345,651,651,0
6/4/2020,Madera County ,17,17,0,0,0
6/4/2020,Marin County ,195,131,44,7,0
6/4/2020,Mariposa County,44,10,0,0,0
6/4/2020,Mendocino County,180,141,0,0,0
6/4/2020,Merced County,112,74,0,0,0
6/4/2020,Modoc County,5,0,0,0,0
6/4/2020,Mono County,5,0,0,0,0
6/4/2020,Monterey County,142,98,108,15,8
6/4/2020,Napa County ,97,49,18,12,0
6/4/2020,Nevada County ,70,10,0,0,0
6/4/2020,Orange County,666,475,78,78,0
6/4/2020,Placer County,73,40,12,12,0
6/4/2020,Plumas County,8,8,0,0,0
6/4/2020,Riverside County,355,355,15,15,0
6/4/2020,Sacramento County,423,397,63,63,0
6/4/2020,San Benito County,97,70,3,3,0
6/4/2020,San Bernardino��Co,50,37,20,0,20
6/4/2020,San Diego County,1617,268,44,44,0
6/4/2020,San Francisco,2253,1223,91,91,0
6/4/2020,San Joaquin County,76,58,8,8,0
6/4/2020,San Luis Obispo County,155,0,14,14,0
6/4/2020,San Mateo County,165,165,0,0,0
6/4/2020,Santa Barbara County,128,124,0,0,0
6/4/2020,Santa Clara County,674,462,105,105,0
6/4/2020,Santa Cruz County,118,107,35,0,5
6/4/2020,Shasta County,35,27,0,0,0
6/4/2020,Sierra County,0,0,0,0,0
6/4/2020,Siskiyou County,0,0,6,6,0
6/4/2020,Solano County,203,74,0,0,0
6/4/2020,Sonoma County,157,52,0,0,0
6/4/2020,Stanislaus County,123,96,0,0,0
6/4/2020,Sutter County,19,19,5,5,0
6/4/2020,Tehama County,0,0,5,5,0
6/4/2020,Trinity County,10,0,0,0,0
6/4/2020,Tulare County,113,58,0,0,0
6/4/2020,Tuolumne County,50,34,0,0,0
6/4/2020,Ventura County,388,314,0,0,0
6/4/2020,Yolo County,245,212,0,0,0
6/4/2020,Yuba County,15,15,5,5,0
6/4/2020,Wilton Rancheria Tribe,0,0,10,10,0
6/4/2020,Bishop Paiute Tribal Council,0,0,5,5,0
6/5/2020,Alameda County,533,415,91,91,0
6/5/2020,Alpine County,0,0,0,0,0
6/5/2020,Amador County,0,0,0,0,0
6/5/2020,Butte County,122,122,0,0,0
6/5/2020,Calaveras County,73,25,0,0,0
6/5/2020,Colusa County,0,0,0,0,0
6/5/2020,Contra Costa County,568,437,0,0,0
6/5/2020,Del Norte County,20,16,0,0,0
6/5/2020,El Dorado County,26,17,0,0,0
6/5/2020,Fresno County,305,250,28,28,0
6/5/2020,Glenn County,1,1,0,0,0
6/5/2020,Humboldt County,74,46,15,7,0
6/5/2020,Imperial County,126,100,37,10,0
6/5/2020,Inyo County,10,1,0,0,0
6/5/2020,Kern County,1,15,15,15,0
6/5/2020,Kings County,41,40,0,0,0
6/5/2020,Lake County,15,9,0,0,0
6/5/2020,Lassen County,3,3,0,0,0
6/5/2020,Los Angeles County,4320,3381,651,651,0
6/5/2020,Madera County ,17,17,0,0,0
6/5/2020,Marin County ,195,129,44,7,0
6/5/2020,Mariposa County,44,10,0,0,0
6/5/2020,Mendocino County,184,145,0,0,0
6/5/2020,Merced County,112,74,0,0,0
6/5/2020,Modoc County,5,0,0,0,0
6/5/2020,Mono County,5,0,0,0,0
6/5/2020,Monterey County,142,98,108,15,8
6/5/2020,Napa County ,97,49,18,12,0
6/5/2020,Nevada County ,70,10,0,0,0
6/5/2020,Orange County,666,492,78,78,0
6/5/2020,Placer County,73,40,12,12,0
6/5/2020,Plumas County,8,8,0,0,0
6/5/2020,Riverside County,365,365,15,15,0
6/5/2020,Sacramento County,423,397,63,63,0
6/5/2020,San Benito County,97,70,3,3,0
6/5/2020,San Bernardino��Co,50,37,20,0,20
6/5/2020,San Diego County,1617,265,44,44,0
6/5/2020,San Francisco,2253,1239,91,91,0
6/5/2020,San Joaquin County,76,57,8,8,0
6/5/2020,San Luis Obispo County,155,0,14,14,0
6/5/2020,San Mateo County,164,164,0,0,0
6/5/2020,Santa Barbara County,128,123,0,0,0
6/5/2020,Santa Clara County,674,459,105,105,0
6/5/2020,Santa Cruz County,149,121,35,0,5
6/5/2020,Shasta County,35,27,0,0,0
6/5/2020,Sierra County,0,0,0,0,0
6/5/2020,Siskiyou County,0,0,6,6,0
6/5/2020,Solano County,205,89,0,0,0
6/5/2020,Sonoma County,157,52,0,0,0
6/5/2020,Stanislaus County,125,93,0,0,0
6/5/2020,Sutter County,19,19,5,5,0
6/5/2020,Tehama County,0,0,5,5,0
6/5/2020,Trinity County,10,0,0,0,0
6/5/2020,Tulare County,113,67,0,0,0
6/5/2020,Tuolumne County,50,34,0,0,0
6/5/2020,Ventura County,388,313,0,0,0
6/5/2020,Yolo County,245,212,0,0,0
6/5/2020,Yuba County,15,15,5,5,0
6/5/2020,Wilton Rancheria Tribe,0,0,10,10,0
6/5/2020,Bishop Paiute Tribal Council,0,0,5,5,0
6/8/2020,Alameda County,652,442,91,91,0
6/8/2020,Alpine County,0,0,0,0,0
6/8/2020,Amador County,0,0,0,0,0
6/8/2020,Butte County,122,122,0,0,0
6/8/2020,Calaveras County,73,25,0,0,0
6/8/2020,Colusa County,0,0,0,0,0
6/8/2020,Contra Costa County,568,430,0,0,0
6/8/2020,Del Norte County,20,17,0,0,0
6/8/2020,El Dorado County,26,18,0,0,0
6/8/2020,Fresno County,305,250,28,28,0
6/8/2020,Glenn County,1,1,0,0,0
6/8/2020,Humboldt County,74,44,15,7,0
6/8/2020,Imperial County,126,102,37,10,0
6/8/2020,Inyo County,10,1,0,0,0
6/8/2020,Kern County,1,15,15,15,0
6/8/2020,Kings County,41,41,0,0,0
6/8/2020,Lake County,15,9,0,0,0
6/8/2020,Lassen County,3,3,0,0,0
6/8/2020,Los Angeles County,4320,3422,651,651,0
6/8/2020,Madera County ,17,17,0,0,0
6/8/2020,Marin County ,195,129,44,7,0
6/8/2020,Mariposa County,44,9,0,0,0
6/8/2020,Mendocino County,184,145,0,0,0
6/8/2020,Merced County,112,74,0,0,0
6/8/2020,Modoc County,5,0,0,0,0
6/8/2020,Mono County,5,0,0,0,0
6/8/2020,Monterey County,142,98,108,15,8
6/8/2020,Napa County ,97,49,18,12,0
6/8/2020,Nevada County ,70,10,0,0,0
6/8/2020,Orange County,666,503,78,78,0
6/8/2020,Placer County,73,40,12,12,0
6/8/2020,Plumas County,6,6,0,0,0
6/8/2020,Riverside County,365,365,15,15,0
6/8/2020,Sacramento County,423,397,63,63,0
6/8/2020,San Benito County,97,73,3,3,0
6/8/2020,San Bernardino��Co,50,37,20,0,20
6/8/2020,San Diego County,1617,250,44,44,0
6/8/2020,San Francisco,2253,1225,91,91,0
6/8/2020,San Joaquin County,76,60,8,8,0
6/8/2020,San Luis Obispo County,155,0,14,14,0
6/8/2020,San Mateo County,165,165,0,0,0
6/8/2020,Santa Barbara County,128,124,0,0,0
6/8/2020,Santa Clara County,674,450,105,105,0
6/8/2020,Santa Cruz County,149,122,35,0,5
6/8/2020,Shasta County,35,27,0,0,0
6/8/2020,Sierra County,0,0,0,0,0
6/8/2020,Siskiyou County,0,0,6,6,0
6/8/2020,Solano County,208,91,0,0,0
6/8/2020,Sonoma County,157,52,0,0,0
6/8/2020,Stanislaus County,128,95,0,0,0
6/8/2020,Sutter County,19,19,5,5,0
6/8/2020,Tehama County,0,0,5,5,0
6/8/2020,Trinity County,10,0,0,0,0
6/8/2020,Tulare County,113,68,0,0,0
6/8/2020,Tuolumne County,50,34,0,0,0
6/8/2020,Ventura County,388,315,0,0,0
6/8/2020,Yolo County,245,212,0,0,0
6/8/2020,Yuba County,15,15,5,5,0
6/8/2020,Wilton Rancheria Tribe,1,1,10,10,0
6/8/2020,Bishop Paiute Tribal Council,0,0,5,5,0
6/9/2020,Alameda County,652,436,91,91,0
6/9/2020,Alpine County,0,0,0,0,0
6/9/2020,Amador County,0,0,0,0,0
6/9/2020,Butte County,122,122,0,0,0
6/9/2020,Calaveras County,73,25,0,0,0
6/9/2020,Colusa County,0,0,0,0,0
6/9/2020,Contra Costa County,568,421,0,0,0
6/9/2020,Del Norte County,20,18,0,0,0
6/9/2020,El Dorado County,26,17,0,0,0
6/9/2020,Fresno County,305,250,28,28,0
6/9/2020,Glenn County,1,1,0,0,0
6/9/2020,Humboldt County,74,44,15,7,0
6/9/2020,Imperial County,126,102,37,10,0
6/9/2020,Inyo County,10,1,0,0,0
6/9/2020,Kern County,1,15,15,15,0
6/9/2020,Kings County,41,41,0,0,0
6/9/2020,Lake County,15,9,0,0,0
6/9/2020,Lassen County,6,6,0,0,0
6/9/2020,Los Angeles County,4320,3413,651,651,0
6/9/2020,Madera County ,17,17,0,0,0
6/9/2020,Marin County ,200,124,44,7,0
6/9/2020,Mariposa County,44,9,0,0,0
6/9/2020,Mendocino County,184,145,0,0,0
6/9/2020,Merced County,112,74,0,0,0
6/9/2020,Modoc County,2,0,0,0,0
6/9/2020,Mono County,5,0,0,0,0
6/9/2020,Monterey County,142,98,108,15,8
6/9/2020,Napa County ,97,49,18,12,0
6/9/2020,Nevada County ,70,10,0,0,0
6/9/2020,Orange County,666,489,78,78,0
6/9/2020,Placer County,73,47,12,12,0
6/9/2020,Plumas County,6,6,0,0,0
6/9/2020,Riverside County,363,363,15,15,0
6/9/2020,Sacramento County,423,397,63,63,0
6/9/2020,San Benito County,97,87,3,3,0
6/9/2020,San Bernardino��Co,50,37,20,0,20
6/9/2020,San Diego County,1617,246,44,44,0
6/9/2020,San Francisco,2253,1239,91,91,0
6/9/2020,San Joaquin County,76,60,8,8,0
6/9/2020,San Luis Obispo County,155,0,14,14,0
6/9/2020,San Mateo County,162,162,0,0,0
6/9/2020,Santa Barbara County,128,119,0,0,0
6/9/2020,Santa Clara County,674,455,105,105,0
6/9/2020,Santa Cruz County,149,126,35,0,5
6/9/2020,Shasta County,35,27,0,0,0
6/9/2020,Sierra County,0,0,0,0,0
6/9/2020,Siskiyou County,0,0,6,6,0
6/9/2020,Solano County,208,100,0,0,0
6/9/2020,Sonoma County,157,52,0,0,0
6/9/2020,Stanislaus County,128,92,0,0,0
6/9/2020,Sutter County,19,19,5,5,0
6/9/2020,Tehama County,0,0,5,5,0
6/9/2020,Trinity County,10,0,0,0,0
6/9/2020,Tulare County,113,77,0,0,0
6/9/2020,Tuolumne County,50,34,0,0,0
6/9/2020,Ventura County,388,310,0,0,0
6/9/2020,Yolo County,245,213,0,0,0
6/9/2020,Yuba County,15,15,5,5,0
6/9/2020,Wilton Rancheria Tribe,1,1,10,10,0
6/9/2020,Bishop Paiute Tribal Council,0,0,5,5,0
6/10/2020,Alameda County,652,395,91,91,0
6/10/2020,Alpine County,0,0,0,0,0
6/10/2020,Amador County,0,0,0,0,0
6/10/2020,Butte County,122,122,0,0,0
6/10/2020,Calaveras County,73,25,0,0,0
6/10/2020,Colusa County,0,0,0,0,0
6/10/2020,Contra Costa County,568,425,0,0,0
6/10/2020,Del Norte County,20,18,0,0,0
6/10/2020,El Dorado County,26,17,0,0,0
6/10/2020,Fresno County,305,250,28,28,0
6/10/2020,Glenn County,1,1,0,0,0
6/10/2020,Humboldt County,74,44,15,7,0
6/10/2020,Imperial County,126,102,37,10,0
6/10/2020,Inyo County,10,1,0,0,0
6/10/2020,Kern County,15,15,15,15,0
6/10/2020,Kings County,41,41,0,0,0
6/10/2020,Lake County,15,9,0,0,0
6/10/2020,Lassen County,3,3,0,0,0
6/10/2020,Los Angeles County,4320,3435,651,651,0
6/10/2020,Madera County ,17,17,0,0,0
6/10/2020,Marin County ,200,124,44,7,0
6/10/2020,Mariposa County,44,9,0,0,0
6/10/2020,Mendocino County,184,145,0,0,0
6/10/2020,Merced County,112,74,0,0,0
6/10/2020,Modoc County,2,0,0,0,0
6/10/2020,Mono County,5,0,0,0,0
6/10/2020,Monterey County,142,98,108,15,8
6/10/2020,Napa County ,97,49,18,12,0
6/10/2020,Nevada County ,70,10,0,0,0
6/10/2020,Orange County,666,489,78,78,0
6/10/2020,Placer County,73,47,12,12,0
6/10/2020,Plumas County,6,6,0,0,0
6/10/2020,Riverside County,374,374,15,15,0
6/10/2020,Sacramento County,525,401,63,63,0
6/10/2020,San Benito County,97,86,3,3,0
6/10/2020,San Bernardino��Co,50,37,20,0,20
6/10/2020,San Diego County,1617,247,44,44,0
6/10/2020,San Francisco,2253,1250,91,91,0
6/10/2020,San Joaquin County,76,62,8,8,0
6/10/2020,San Luis Obispo County,155,0,14,14,0
6/10/2020,San Mateo County,163,163,0,0,0
6/10/2020,Santa Barbara County,128,121,0,0,0
6/10/2020,Santa Clara County,674,450,105,105,0
6/10/2020,Santa Cruz County,149,127,35,0,5
6/10/2020,Shasta County,35,27,0,0,0
6/10/2020,Sierra County,0,0,0,0,0
6/10/2020,Siskiyou County,0,0,6,6,0
6/10/2020,Solano County,210,112,0,0,0
6/10/2020,Sonoma County,157,52,0,0,0
6/10/2020,Stanislaus County,127,91,0,0,0
6/10/2020,Sutter County,20,20,5,5,0
6/10/2020,Tehama County,0,0,5,5,0
6/10/2020,Trinity County,10,0,0,0,0
6/10/2020,Tulare County,113,77,0,0,0
6/10/2020,Tuolumne County,50,34,0,0,0
6/10/2020,Ventura County,388,302,0,0,0
6/10/2020,Yolo County,245,213,0,0,0
6/10/2020,Yuba County,12,12,5,5,0
6/10/2020,Wilton Rancheria Tribe,0,0,10,10,0
6/10/2020,Bishop Paiute Tribal Council,0,0,5,5,0
6/11/2020,Alameda County,652,395,91,91,0
6/11/2020,Alpine County,0,0,0,0,0
6/11/2020,Amador County,0,0,0,0,0
6/11/2020,Butte County,122,122,0,0,0
6/11/2020,Calaveras County,73,25,0,0,0
6/11/2020,Colusa County,0,0,0,0,0
6/11/2020,Contra Costa County,568,421,0,0,0
6/11/2020,Del Norte County,20,20,0,0,0
6/11/2020,El Dorado County,46,18,0,0,0
6/11/2020,Fresno County,305,250,28,28,0
6/11/2020,Glenn County,1,1,0,0,0
6/11/2020,Humboldt County,74,47,15,7,0
6/11/2020,Imperial County,126,104,37,10,0
6/11/2020,Inyo County,10,1,0,0,0
6/11/2020,Kern County,17,17,15,15,0
6/11/2020,Kings County,41,41,0,0,0
6/11/2020,Lake County,15,9,0,0,0
6/11/2020,Lassen County,3,3,0,0,0
6/11/2020,Los Angeles County,4320,3466,651,651,0
6/11/2020,Madera County ,17,17,0,0,0
6/11/2020,Marin County ,200,127,44,7,0
6/11/2020,Mariposa County,44,9,0,0,0
6/11/2020,Mendocino County,182,139,0,0,0
6/11/2020,Merced County,112,74,0,0,0
6/11/2020,Modoc County,2,0,0,0,0
6/11/2020,Mono County,5,0,0,0,0
6/11/2020,Monterey County,142,98,108,15,8
6/11/2020,Napa County ,97,49,18,12,0
6/11/2020,Nevada County ,70,10,0,0,0
6/11/2020,Orange County,666,505,78,78,0
6/11/2020,Placer County,73,47,12,12,0
6/11/2020,Plumas County,6,6,0,0,0
6/11/2020,Riverside County,376,376,15,15,0
6/11/2020,Sacramento County,525,401,63,63,0
6/11/2020,San Benito County,97,90,3,3,0
6/11/2020,San Bernardino��Co,50,37,20,0,20
6/11/2020,San Diego County,1617,248,44,44,0
6/11/2020,San Francisco,2253,1274,91,91,0
6/11/2020,San Joaquin County,76,62,8,8,0
6/11/2020,San Luis Obispo County,155,0,14,14,0
6/11/2020,San Mateo County,164,164,0,0,0
6/11/2020,Santa Barbara County,126,120,0,0,0
6/11/2020,Santa Clara County,674,455,105,105,0
6/11/2020,Santa Cruz County,149,126,35,0,5
6/11/2020,Shasta County,35,27,0,0,0
6/11/2020,Sierra County,0,0,0,0,0
6/11/2020,Siskiyou County,0,0,6,6,0
6/11/2020,Solano County,211,119,0,0,0
6/11/2020,Sonoma County,157,52,0,0,0
6/11/2020,Stanislaus County,126,90,0,0,0
6/11/2020,Sutter County,20,20,5,5,0
6/11/2020,Tehama County,0,0,5,5,0
6/11/2020,Trinity County,10,0,0,0,0
6/11/2020,Tulare County,113,78,0,0,0
6/11/2020,Tuolumne County,50,34,0,0,0
6/11/2020,Ventura County,388,302,0,0,0
6/11/2020,Yolo County,245,201,0,0,0
6/11/2020,Yuba County,12,12,5,5,0
6/11/2020,Wilton Rancheria Tribe,0,0,10,10,0
6/11/2020,Bishop Paiute Tribal Council,0,0,5,5,0
6/12/2020,Alameda County,652,412,91,91,0
6/12/2020,Alpine County,0,0,0,0,0
6/12/2020,Amador County,0,0,0,0,0
6/12/2020,Butte County,122,122,0,0,0
6/12/2020,Calaveras County,73,31,0,0,0
6/12/2020,Colusa County,0,0,0,0,0
6/12/2020,Contra Costa County,568,433,0,0,0
6/12/2020,Del Norte County,25,23,0,0,0
6/12/2020,El Dorado County,46,20,0,0,0
6/12/2020,Fresno County,305,250,28,28,0
6/12/2020,Glenn County,1,1,0,0,0
6/12/2020,Humboldt County,74,47,15,7,0
6/12/2020,Imperial County,126,107,37,10,0
6/12/2020,Inyo County,10,1,0,0,0
6/12/2020,Kern County,17,17,15,15,0
6/12/2020,Kings County,41,41,0,0,0
6/12/2020,Lake County,15,9,0,0,0
6/12/2020,Lassen County,2,2,0,0,0
6/12/2020,Los Angeles County,4320,3489,651,651,0
6/12/2020,Madera County ,17,17,0,0,0
6/12/2020,Marin County ,200,127,44,7,0
6/12/2020,Mariposa County,44,8,0,0,0
6/12/2020,Mendocino County,177,139,0,0,0
6/12/2020,Merced County,112,74,0,0,0
6/12/2020,Modoc County,2,1,0,0,0
6/12/2020,Mono County,5,0,0,0,0
6/12/2020,Monterey County,142,98,108,15,8
6/12/2020,Napa County ,97,49,18,12,0
6/12/2020,Nevada County ,70,10,0,0,0
6/12/2020,Orange County,666,511,78,78,0
6/12/2020,Placer County,73,47,12,12,0
6/12/2020,Plumas County,5,5,0,0,0
6/12/2020,Riverside County,376,376,15,15,0
6/12/2020,Sacramento County,525,401,63,63,0
6/12/2020,San Benito County,97,70,3,3,0
6/12/2020,San Bernardino��Co,50,37,20,0,20
6/12/2020,San Diego County,1617,247,44,44,0
6/12/2020,San Francisco,2253,1291,91,91,0
6/12/2020,San Joaquin County,76,62,8,8,0
6/12/2020,San Luis Obispo County,155,0,14,14,0
6/12/2020,San Mateo County,164,164,0,0,0
