date,county,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
5/7/2020,Kern County,1,1,15,15,0
5/7/2020,Kings County,0,0,0,0,0
5/7/2020,Lake County,15,9,0,0,0
5/7/2020,Lassen County,2,2,0,0,0
5/7/2020,Los Angeles County,3820,1945,651,651,0
5/7/2020,Madera County ,21,21,0,0,0
5/7/2020,Marin County ,169,100,44,7,0
5/7/2020,Mariposa County,44,13,0,0,0
5/7/2020,Mendocino County,180,140,0,0,0
5/7/2020,Merced County,112,65,0,0,0
5/7/2020,Modoc County,5,3,0,0,0
5/7/2020,Mono County,5,0,0,0,0
5/7/2020,Monterey County,142,17,108,15,8
5/7/2020,Napa County ,97,53,18,12,0
5/7/2020,Nevada County ,70,10,0,0,0
5/7/2020,Orange County,666,172,78,78,0
5/7/2020,Placer County,73,30,12,12,0
5/7/2020,Plumas County,8,8,0,0,0
5/7/2020,Riverside County,273,273,15,15,0
5/7/2020,Sacramento County,423,269,63,63,0
5/7/2020,San Benito County,67,57,3,3,0
5/7/2020,San Bernardino��Co,50,37,20,0,20
5/7/2020,San Diego County,2029,409,44,44,0
5/7/2020,San Francisco,1795,999,91,91,0
5/7/2020,San Joaquin County,0,0,8,8,0
5/7/2020,San Luis Obispo County,155,0,14,14,0
5/7/2020,San Mateo County,147,147,0,0,0
5/7/2020,Santa Barbara County,119,90,0,0,0
5/7/2020,Santa Clara County,660,307,105,105,0
5/7/2020,Santa Cruz County,63,44,35,0,0
5/7/2020,Shasta County,25,17,0,0,0
5/7/2020,Sierra County,0,0,0,0,0
5/7/2020,Siskiyou County,0,0,6,6,0
5/7/2020,Solano County,238,10,0,0,0
5/7/2020,Sonoma County,71,71,0,0,0
5/7/2020,Stanislaus County,121,82,0,0,0
5/7/2020,Sutter County,19,19,5,5,0
5/7/2020,Tehama County,0,0,5,5,0
5/7/2020,Trinity County,10,0,0,0,0
5/7/2020,Tulare County,56,15,0,0,0
5/7/2020,Tuolumne County,50,1,0,0,0
5/7/2020,Ventura County,388,307,0,0,0
5/7/2020,Yolo County,246,225,0,0,0
5/7/2020,Yuba County,23,20,5,5,0
5/7/2020,Wilton Rancheria Tribe,0,0,10,10,0
5/7/2020,Bishop Paiute Tribal Council,0,0,5,5,0
5/8/2020,Alameda County,483,331,91,91,0
5/8/2020,Alpine County,0,0,0,0,0
5/8/2020,Amador County,0,0,0,0,0
5/8/2020,Butte County,115,115,0,0,0
5/8/2020,Calaveras County,73,25,0,0,0
5/8/2020,Colusa County,0,0,0,0,0
5/8/2020,Contra Costa County,442,241,0,0,0
5/8/2020,Del Norte County,19,5,0,0,0
5/8/2020,El Dorado County,26,0,0,0,0
5/8/2020,Fresno County,305,250,28,28,0
5/8/2020,Glenn County,2,2,0,0,0
5/8/2020,Humboldt County,64,40,15,7,0
5/8/2020,Imperial County,10,10,37,10,0
5/8/2020,Inyo County,10,1,0,0,0
5/8/2020,Kern County,1,1,15,15,0
5/8/2020,Kings County,0,0,0,0,0
5/8/2020,Lake County,15,8,0,0,0
5/8/2020,Lassen County,2,2,0,0,0
5/8/2020,Los Angeles County,3820,1945,651,651,0
5/8/2020,Madera County ,21,21,0,0,0
5/8/2020,Marin County ,169,100,44,7,0
5/8/2020,Mariposa County,44,13,0,0,0
5/8/2020,Mendocino County,181,141,0,0,0
5/8/2020,Merced County,112,74,0,0,0
5/8/2020,Modoc County,5,3,0,0,0
5/8/2020,Mono County,5,1,0,0,0
5/8/2020,Monterey County,142,17,108,15,8
5/8/2020,Napa County ,97,53,18,12,0
5/8/2020,Nevada County ,70,10,0,0,0
5/8/2020,Orange County,666,189,78,78,0
5/8/2020,Placer County,73,30,12,12,0
5/8/2020,Plumas County,8,8,0,0,0
5/8/2020,Riverside County,266,266,15,15,0
5/8/2020,Sacramento County,423,269,63,63,0
5/8/2020,San Benito County,67,49,3,3,0
5/8/2020,San Bernardino��Co,50,37,20,0,20
5/8/2020,San Diego County,2029,409,44,44,0
5/8/2020,San Francisco,1795,984,91,91,0
5/8/2020,San Joaquin County,76,33,8,8,0
5/8/2020,San Luis Obispo County,155,0,14,14,0
5/8/2020,San Mateo County,151,151,0,0,0
5/8/2020,Santa Barbara County,126,97,0,0,0
5/8/2020,Santa Clara County,709,305,105,105,0
5/8/2020,Santa Cruz County,63,47,35,0,0
5/8/2020,Shasta County,25,17,0,0,0
5/8/2020,Sierra County,0,0,0,0,0
5/8/2020,Siskiyou County,0,0,6,6,0
5/8/2020,Solano County,238,15,0,0,0
5/8/2020,Sonoma County,71,71,0,0,0
5/8/2020,Stanislaus County,121,85,0,0,0
5/8/2020,Sutter County,19,19,5,5,0
5/8/2020,Tehama County,0,0,5,5,0
5/8/2020,Trinity County,10,0,0,0,0
5/8/2020,Tulare County,56,16,0,0,0
5/8/2020,Tuolumne County,50,8,0,0,0
5/8/2020,Ventura County,388,312,0,0,0
5/8/2020,Yolo County,246,225,0,0,0
5/8/2020,Yuba County,28,22,5,5,0
5/8/2020,Wilton Rancheria Tribe,0,0,10,10,0
5/8/2020,Bishop Paiute Tribal Council,0,0,5,5,0
5/9/2020,Alameda County,483,333,91,91,0
5/9/2020,Alpine County,0,0,0,0,0
5/9/2020,Amador County,0,0,0,0,0
5/9/2020,Butte County,115,115,0,0,0
5/9/2020,Calaveras County,73,25,0,0,0
5/9/2020,Colusa County,0,0,0,0,0
5/9/2020,Contra Costa County,442,237,0,0,0
5/9/2020,Del Norte County,19,5,0,0,0
5/9/2020,El Dorado County,26,0,0,0,0
5/9/2020,Fresno County,305,250,28,28,0
5/9/2020,Glenn County,2,2,0,0,0
5/9/2020,Humboldt County,64,40,15,7,0
5/9/2020,Imperial County,10,10,37,10,0
5/9/2020,Inyo County,10,1,0,0,0
5/9/2020,Kern County,1,1,15,15,0
5/9/2020,Kings County,0,0,0,0,0
5/9/2020,Lake County,15,8,0,0,0
5/9/2020,Lassen County,2,2,0,0,0
5/9/2020,Los Angeles County,3820,1945,651,651,0
5/9/2020,Madera County ,21,21,0,0,0
5/9/2020,Marin County ,169,100,44,7,0
5/9/2020,Mariposa County,44,13,0,0,0
5/9/2020,Mendocino County,181,141,0,0,0
5/9/2020,Merced County,112,74,0,0,0
5/9/2020,Modoc County,5,3,0,0,0
5/9/2020,Mono County,5,1,0,0,0
5/9/2020,Monterey County,142,24,108,15,8
5/9/2020,Napa County ,97,53,18,12,0
5/9/2020,Nevada County ,70,10,0,0,0
5/9/2020,Orange County,666,189,78,78,0
5/9/2020,Placer County,73,30,12,12,0
5/9/2020,Plumas County,8,8,0,0,0
5/9/2020,Riverside County,266,266,15,15,0
5/9/2020,Sacramento County,420,273,63,63,0
5/9/2020,San Benito County,67,49,3,3,0
5/9/2020,San Bernardino��Co,50,37,20,0,20
5/9/2020,San Diego County,2029,409,44,44,0
5/9/2020,San Francisco,2351,987,91,91,0
5/9/2020,San Joaquin County,76,33,8,8,0
5/9/2020,San Luis Obispo County,155,0,14,14,0
5/9/2020,San Mateo County,151,151,0,0,0
5/9/2020,Santa Barbara County,120,100,0,0,0
5/9/2020,Santa Clara County,709,305,105,105,0
5/9/2020,Santa Cruz County,63,48,35,0,0
5/9/2020,Shasta County,25,17,0,0,0
5/9/2020,Sierra County,0,0,0,0,0
5/9/2020,Siskiyou County,0,0,6,6,0
5/9/2020,Solano County,238,15,0,0,0
5/9/2020,Sonoma County,71,71,0,0,0
5/9/2020,Stanislaus County,121,87,0,0,0
5/9/2020,Sutter County,19,19,5,5,0
5/9/2020,Tehama County,0,0,5,5,0
5/9/2020,Trinity County,10,0,0,0,0
5/9/2020,Tulare County,56,16,0,0,0
5/9/2020,Tuolumne County,50,8,0,0,0
5/9/2020,Ventura County,388,312,0,0,0
5/9/2020,Yolo County,246,225,0,0,0
5/9/2020,Yuba County,28,22,5,5,0
5/9/2020,Wilton Rancheria Tribe,0,0,10,10,0
5/9/2020,Bishop Paiute Tribal Council,0,0,5,5,0
5/10/2020,Alameda County,533,337,91,91,0
5/10/2020,Alpine County,0,0,0,0,0
5/10/2020,Amador County,0,0,0,0,0
5/10/2020,Butte County,115,115,0,0,0
5/10/2020,Calaveras County,73,25,0,0,0
5/10/2020,Colusa County,0,0,0,0,0
5/10/2020,Contra Costa County,442,236,0,0,0
5/10/2020,Del Norte County,19,5,0,0,0
5/10/2020,El Dorado County,26,0,0,0,0
5/10/2020,Fresno County,305,250,28,28,0
5/10/2020,Glenn County,1,1,0,0,0
5/10/2020,Humboldt County,64,40,15,7,0
5/10/2020,Imperial County,10,10,37,10,0
5/10/2020,Inyo County,10,1,0,0,0
5/10/2020,Kern County,1,1,15,15,0
5/10/2020,Kings County,0,0,0,0,0
5/10/2020,Lake County,15,7,0,0,0
5/10/2020,Lassen County,2,2,0,0,0
5/10/2020,Los Angeles County,3820,1972,651,651,0
5/10/2020,Madera County ,21,21,0,0,0
5/10/2020,Marin County ,169,100,44,7,0
5/10/2020,Mariposa County,44,13,0,0,0
5/10/2020,Mendocino County,181,141,0,0,0
5/10/2020,Merced County,112,74,0,0,0
5/10/2020,Modoc County,5,3,0,0,0
5/10/2020,Mono County,5,1,0,0,0
5/10/2020,Monterey County,142,24,108,15,8
5/10/2020,Napa County ,97,53,18,12,0
5/10/2020,Nevada County ,70,10,0,0,0
5/10/2020,Orange County,666,189,78,78,0
5/10/2020,Placer County,73,30,12,12,0
5/10/2020,Plumas County,8,8,0,0,0
5/10/2020,Riverside County,266,266,15,15,0
5/10/2020,Sacramento County,420,273,63,63,0
5/10/2020,San Benito County,67,40,3,3,0
5/10/2020,San Bernardino��Co,50,37,20,0,20
5/10/2020,San Diego County,2029,409,44,44,0
5/10/2020,San Francisco,2351,984,91,91,0
5/10/2020,San Joaquin County,76,32,8,8,0
5/10/2020,San Luis Obispo County,155,0,14,14,0
5/10/2020,San Mateo County,151,151,0,0,0
5/10/2020,Santa Barbara County,120,101,0,0,0
5/10/2020,Santa Clara County,709,353,105,105,0
5/10/2020,Santa Cruz County,63,48,35,0,0
5/10/2020,Shasta County,25,17,0,0,0
5/10/2020,Sierra County,0,0,0,0,0
5/10/2020,Siskiyou County,0,0,6,6,0
5/10/2020,Solano County,238,15,0,0,0
5/10/2020,Sonoma County,71,71,0,0,0
5/10/2020,Stanislaus County,121,87,0,0,0
5/10/2020,Sutter County,19,19,5,5,0
5/10/2020,Tehama County,0,0,5,5,0
5/10/2020,Trinity County,10,0,0,0,0
5/10/2020,Tulare County,56,16,0,0,0
5/10/2020,Tuolumne County,50,8,0,0,0
5/10/2020,Ventura County,388,312,0,0,0
5/10/2020,Yolo County,246,225,0,0,0
5/10/2020,Yuba County,28,22,5,5,0
5/10/2020,Wilton Rancheria Tribe,0,0,10,10,0
5/10/2020,Bishop Paiute Tribal Council,0,0,5,5,0
5/11/2020,Alameda County,533,334,91,91,0
5/11/2020,Alpine County,0,0,0,0,0
5/11/2020,Amador County,0,0,0,0,0
5/11/2020,Butte County,118,118,0,0,0
5/11/2020,Calaveras County,73,25,0,0,0
5/11/2020,Colusa County,0,0,0,0,0
5/11/2020,Contra Costa County,577,252,0,0,0
5/11/2020,Del Norte County,19,5,0,0,0
5/11/2020,El Dorado County,26,6,0,0,0
5/11/2020,Fresno County,305,250,28,28,0
5/11/2020,Glenn County,1,1,0,0,0
5/11/2020,Humboldt County,64,40,15,7,0
5/11/2020,Imperial County,10,10,37,10,0
5/11/2020,Inyo County,10,1,0,0,0
5/11/2020,Kern County,1,1,15,15,0
5/11/2020,Kings County,41,6,0,0,0
5/11/2020,Lake County,15,7,0,0,0
5/11/2020,Lassen County,2,2,0,0,0
5/11/2020,Los Angeles County,3822,1974,651,651,0
5/11/2020,Madera County ,21,21,0,0,0
5/11/2020,Marin County ,189,103,44,7,0
5/11/2020,Mariposa County,44,13,0,0,0
5/11/2020,Mendocino County,183,143,0,0,0
5/11/2020,Merced County,112,74,0,0,0
5/11/2020,Modoc County,5,3,0,0,0
5/11/2020,Mono County,5,1,0,0,0
5/11/2020,Monterey County,142,24,108,15,8
5/11/2020,Napa County ,97,53,18,12,0
5/11/2020,Nevada County ,70,10,0,0,0
5/11/2020,Orange County,666,196,78,78,0
5/11/2020,Placer County,73,30,12,12,0
5/11/2020,Plumas County,9,9,0,0,0
5/11/2020,Riverside County,266,266,15,15,0
5/11/2020,Sacramento County,420,273,63,63,0
5/11/2020,San Benito County,67,44,3,3,0
5/11/2020,San Bernardino��Co,50,37,20,0,20
5/11/2020,San Diego County,2029,409,44,44,0
5/11/2020,San Francisco,2351,974,91,91,0
5/11/2020,San Joaquin County,76,32,8,8,0
5/11/2020,San Luis Obispo County,155,0,14,14,0
5/11/2020,San Mateo County,156,156,0,0,0
5/11/2020,Santa Barbara County,122,106,0,0,0
5/11/2020,Santa Clara County,709,351,105,105,0
5/11/2020,Santa Cruz County,63,48,35,0,0
5/11/2020,Shasta County,25,17,0,0,0
5/11/2020,Sierra County,0,0,0,0,0
5/11/2020,Siskiyou County,0,0,6,6,0
5/11/2020,Solano County,238,18,0,0,0
5/11/2020,Sonoma County,157,71,0,0,0
5/11/2020,Stanislaus County,121,85,0,0,0
5/11/2020,Sutter County,19,19,5,5,0
5/11/2020,Tehama County,0,0,5,5,0
5/11/2020,Trinity County,10,0,0,0,0
5/11/2020,Tulare County,56,16,0,0,0
5/11/2020,Tuolumne County,50,8,0,0,0
5/11/2020,Ventura County,388,316,0,0,0
5/11/2020,Yolo County,246,224,0,0,0
5/11/2020,Yuba County,28,22,5,5,0
5/11/2020,Wilton Rancheria Tribe,0,0,10,10,0
5/11/2020,Bishop Paiute Tribal Council,0,0,5,5,0
5/12/2020,Alameda County,533,334,91,91,0
5/12/2020,Alpine County,0,0,0,0,0
5/12/2020,Amador County,0,0,0,0,0
5/12/2020,Butte County,118,118,0,0,0
5/12/2020,Calaveras County,73,25,0,0,0
5/12/2020,Colusa County,0,0,0,0,0
5/12/2020,Contra Costa County,576,254,0,0,0
5/12/2020,Del Norte County,19,4,0,0,0
5/12/2020,El Dorado County,26,6,0,0,0
5/12/2020,Fresno County,305,250,28,28,0
5/12/2020,Glenn County,1,1,0,0,0
5/12/2020,Humboldt County,64,40,15,7,0
5/12/2020,Imperial County,132,132,37,10,0
5/12/2020,Inyo County,10,1,0,0,0
5/12/2020,Kern County,1,1,15,15,0
5/12/2020,Kings County,41,6,0,0,0
5/12/2020,Lake County,15,7,0,0,0
5/12/2020,Lassen County,3,3,0,0,0
5/12/2020,Los Angeles County,3822,1965,651,651,0
5/12/2020,Madera County ,21,21,0,0,0
5/12/2020,Marin County ,189,103,44,7,0
5/12/2020,Mariposa County,44,16,0,0,0
5/12/2020,Mendocino County,183,143,0,0,0
5/12/2020,Merced County,112,74,0,0,0
5/12/2020,Modoc County,5,1,0,0,0
5/12/2020,Mono County,5,1,0,0,0
5/12/2020,Monterey County,142,24,108,15,8
5/12/2020,Napa County ,97,53,18,12,0
5/12/2020,Nevada County ,70,10,0,0,0
5/12/2020,Orange County,666,202,78,78,0
5/12/2020,Placer County,73,30,12,12,0
5/12/2020,Plumas County,9,9,0,0,0
5/12/2020,Riverside County,278,278,15,15,0
5/12/2020,Sacramento County,420,275,63,63,0
5/12/2020,San Benito County,67,57,3,3,0
5/12/2020,San Bernardino��Co,50,37,20,0,20
5/12/2020,San Diego County,2029,409,44,44,0
5/12/2020,San Francisco,2508,978,91,91,0
5/12/2020,San Joaquin County,76,32,8,8,0
5/12/2020,San Luis Obispo County,155,0,14,14,0
5/12/2020,San Mateo County,158,158,0,0,0
5/12/2020,Santa Barbara County,115,107,0,0,0
5/12/2020,Santa Clara County,709,361,105,105,0
5/12/2020,Santa Cruz County,63,47,35,0,0
5/12/2020,Shasta County,29,20,0,0,0
5/12/2020,Sierra County,0,0,0,0,0
5/12/2020,Siskiyou County,0,0,6,6,0
5/12/2020,Solano County,238,19,0,0,0
5/12/2020,Sonoma County,157,71,0,0,0
5/12/2020,Stanislaus County,121,85,0,0,0
5/12/2020,Sutter County,19,19,5,5,0
5/12/2020,Tehama County,0,0,5,5,0
5/12/2020,Trinity County,10,0,0,0,0
5/12/2020,Tulare County,56,18,0,0,0
5/12/2020,Tuolumne County,50,8,0,0,0
5/12/2020,Ventura County,388,314,0,0,0
5/12/2020,Yolo County,246,226,0,0,0
5/12/2020,Yuba County,29,22,5,5,0
5/12/2020,Wilton Rancheria Tribe,0,0,10,10,0
5/12/2020,Bishop Paiute Tribal Council,0,0,5,5,0
5/13/2020,Alameda County,533,350,91,91,0
5/13/2020,Alpine County,0,0,0,0,0
5/13/2020,Amador County,0,0,0,0,0
5/13/2020,Butte County,116,116,0,0,0
5/13/2020,Calaveras County,73,25,0,0,0
5/13/2020,Colusa County,0,0,0,0,0
5/13/2020,Contra Costa County,575,272,0,0,0
5/13/2020,Del Norte County,19,6,0,0,0
5/13/2020,El Dorado County,26,17,0,0,0
5/13/2020,Fresno County,305,250,28,28,0
5/13/2020,Glenn County,1,1,0,0,0
5/13/2020,Humboldt County,64,40,15,7,0
5/13/2020,Imperial County,132,132,37,10,0
5/13/2020,Inyo County,10,1,0,0,0
5/13/2020,Kern County,1,1,15,15,0
5/13/2020,Kings County,41,11,0,0,0
5/13/2020,Lake County,15,7,0,0,0
5/13/2020,Lassen County,5,5,0,0,0
5/13/2020,Los Angeles County,3822,1995,651,651,0
5/13/2020,Madera County ,21,21,0,0,0
5/13/2020,Marin County ,191,106,44,7,0
5/13/2020,Mariposa County,44,17,0,0,0
5/13/2020,Mendocino County,186,146,0,0,0
5/13/2020,Merced County,112,74,0,0,0
5/13/2020,Modoc County,5,1,0,0,0
5/13/2020,Mono County,5,1,0,0,0
5/13/2020,Monterey County,142,24,108,15,8
5/13/2020,Napa County ,97,53,18,12,0
5/13/2020,Nevada County ,70,10,0,0,0
5/13/2020,Orange County,666,221,78,78,0
5/13/2020,Placer County,73,34,12,12,0
5/13/2020,Plumas County,9,9,0,0,0
5/13/2020,Riverside County,280,280,15,15,0
5/13/2020,Sacramento County,420,275,63,63,0
5/13/2020,San Benito County,67,56,3,3,0
5/13/2020,San Bernardino��Co,50,37,20,0,20
5/13/2020,San Diego County,2029,409,44,44,0
5/13/2020,San Francisco,2508,990,91,91,0
5/13/2020,San Joaquin County,76,35,8,8,0
5/13/2020,San Luis Obispo County,155,0,14,14,0
5/13/2020,San Mateo County,156,156,0,0,0
5/13/2020,Santa Barbara County,115,109,0,0,0
5/13/2020,Santa Clara County,709,363,105,105,0
5/13/2020,Santa Cruz County,63,48,35,0,0
5/13/2020,Shasta County,29,20,0,0,0
5/13/2020,Sierra County,0,0,0,0,0
5/13/2020,Siskiyou County,0,0,6,6,0
5/13/2020,Solano County,238,20,0,0,0
5/13/2020,Sonoma County,157,52,0,0,0
5/13/2020,Stanislaus County,121,90,0,0,0
5/13/2020,Sutter County,19,19,5,5,0
5/13/2020,Tehama County,0,0,5,5,0
5/13/2020,Trinity County,10,0,0,0,0
5/13/2020,Tulare County,56,19,0,0,0
5/13/2020,Tuolumne County,50,8,0,0,0
5/13/2020,Ventura County,388,317,0,0,0
5/13/2020,Yolo County,246,230,0,0,0
5/13/2020,Yuba County,29,22,5,5,0
5/13/2020,Wilton Rancheria Tribe,0,0,10,10,0
5/13/2020,Bishop Paiute Tribal Council,0,0,5,5,0
5/14/2020,Alameda County,533,350,91,91,0
5/14/2020,Alpine County,0,0,0,0,0
5/14/2020,Amador County,0,0,0,0,0
5/14/2020,Butte County,116,116,0,0,0
5/14/2020,Calaveras County,73,25,0,0,0
5/14/2020,Colusa County,0,0,0,0,0
5/14/2020,Contra Costa County,575,279,0,0,0
5/14/2020,Del Norte County,19,6,0,0,0
5/14/2020,El Dorado County,26,18,0,0,0
5/14/2020,Fresno County,305,250,28,28,0
5/14/2020,Glenn County,1,1,0,0,0
5/14/2020,Humboldt County,64,40,15,7,0
5/14/2020,Imperial County,132,132,37,10,0
5/14/2020,Inyo County,10,1,0,0,0
5/14/2020,Kern County,1,1,15,15,0
5/14/2020,Kings County,41,19,0,0,0
5/14/2020,Lake County,15,7,0,0,0
5/14/2020,Lassen County,4,4,0,0,0
5/14/2020,Los Angeles County,3862,2051,651,651,0
5/14/2020,Madera County ,21,21,0,0,0
5/14/2020,Marin County ,191,109,44,7,0
5/14/2020,Mariposa County,44,16,0,0,0
5/14/2020,Mendocino County,185,145,0,0,0
5/14/2020,Merced County,112,74,0,0,0
5/14/2020,Modoc County,5,1,0,0,0
5/14/2020,Mono County,5,1,0,0,0
5/14/2020,Monterey County,142,32,108,15,8
5/14/2020,Napa County ,97,53,18,12,0
5/14/2020,Nevada County ,70,10,0,0,0
5/14/2020,Orange County,666,246,78,78,0
5/14/2020,Placer County,73,34,12,12,0
5/14/2020,Plumas County,9,9,0,0,0
5/14/2020,Riverside County,286,286,15,15,0
5/14/2020,Sacramento County,420,275,63,63,0
5/14/2020,San Benito County,67,55,3,3,0
5/14/2020,San Bernardino��Co,50,37,20,0,20
5/14/2020,San Diego County,2029,409,44,44,0
5/14/2020,San Francisco,2508,995,91,91,0
5/14/2020,San Joaquin County,76,35,8,8,0
5/14/2020,San Luis Obispo County,155,0,14,14,0
5/14/2020,San Mateo County,158,158,0,0,0
5/14/2020,Santa Barbara County,116,111,0,0,0
5/14/2020,Santa Clara County,709,368,105,105,0
5/14/2020,Santa Cruz County,118,59,35,0,0
5/14/2020,Shasta County,29,20,0,0,0
5/14/2020,Sierra County,0,0,0,0,0
5/14/2020,Siskiyou County,0,0,6,6,0
5/14/2020,Solano County,238,21,0,0,0
5/14/2020,Sonoma County,157,52,0,0,0
5/14/2020,Stanislaus County,121,90,0,0,0
5/14/2020,Sutter County,19,19,5,5,0
5/14/2020,Tehama County,0,0,5,5,0
5/14/2020,Trinity County,10,0,0,0,0
5/14/2020,Tulare County,56,21,0,0,0
5/14/2020,Tuolumne County,50,8,0,0,0
5/14/2020,Ventura County,388,320,0,0,0
5/14/2020,Yolo County,246,231,0,0,0
5/14/2020,Yuba County,32,22,5,5,0
5/14/2020,Wilton Rancheria Tribe,0,0,10,10,0
5/14/2020,Bishop Paiute Tribal Council,0,0,5,5,0
5/15/2020,Alameda County,533,348,91,91,0
5/15/2020,Alpine County,0,0,0,0,0
5/15/2020,Amador County,0,0,0,0,0
5/15/2020,Butte County,115,115,0,0,0
5/15/2020,Calaveras County,73,25,0,0,0
5/15/2020,Colusa County,0,0,0,0,0
5/15/2020,Contra Costa County,574,310,0,0,0
5/15/2020,Del Norte County,20,7,0,0,0
5/15/2020,El Dorado County,26,15,0,0,0
5/15/2020,Fresno County,305,250,28,28,0
5/15/2020,Glenn County,1,1,0,0,0
5/15/2020,Humboldt County,64,40,15,7,0
5/15/2020,Imperial County,132,132,37,10,0
5/15/2020,Inyo County,10,1,0,0,0
5/15/2020,Kern County,1,1,15,15,0
5/15/2020,Kings County,41,32,0,0,0
5/15/2020,Lake County,15,7,0,0,0
5/15/2020,Lassen County,5,5,0,0,0
5/15/2020,Los Angeles County,3964,2170,651,651,0
5/15/2020,Madera County ,24,21,0,0,0
5/15/2020,Marin County ,191,112,44,7,0
5/15/2020,Mariposa County,44,16,0,0,0
5/15/2020,Mendocino County,185,145,0,0,0
5/15/2020,Merced County,112,74,0,0,0
5/15/2020,Modoc County,5,1,0,0,0
5/15/2020,Mono County,5,1,0,0,0
5/15/2020,Monterey County,142,32,108,15,8
5/15/2020,Napa County ,97,53,18,12,0
5/15/2020,Nevada County ,70,10,0,0,0
5/15/2020,Orange County,666,246,78,78,0
5/15/2020,Placer County,73,34,12,12,0
5/15/2020,Plumas County,9,9,0,0,0
5/15/2020,Riverside County,286,286,15,15,0
5/15/2020,Sacramento County,420,275,63,63,0
5/15/2020,San Benito County,67,42,3,3,0
5/15/2020,San Bernardino��Co,50,37,20,0,20
5/15/2020,San Diego County,2029,409,44,44,0
5/15/2020,San Francisco,2508,988,91,91,0
5/15/2020,San Joaquin County,76,38,8,8,0
5/15/2020,San Luis Obispo County,155,0,14,14,0
5/15/2020,San Mateo County,158,158,0,0,0
5/15/2020,Santa Barbara County,116,114,0,0,0
5/15/2020,Santa Clara County,689,366,105,105,0
5/15/2020,Santa Cruz County,118,64,35,0,0
5/15/2020,Shasta County,29,20,0,0,0
5/15/2020,Sierra County,0,0,0,0,0
5/15/2020,Siskiyou County,0,0,6,6,0
5/15/2020,Solano County,238,25,0,0,0
5/15/2020,Sonoma County,157,52,0,0,0
5/15/2020,Stanislaus County,121,90,0,0,0
5/15/2020,Sutter County,19,19,5,5,0
5/15/2020,Tehama County,0,0,5,5,0
5/15/2020,Trinity County,10,0,0,0,0
5/15/2020,Tulare County,113,24,0,0,0
5/15/2020,Tuolumne County,50,8,0,0,0
5/15/2020,Ventura County,388,319,0,0,0
5/15/2020,Yolo County,246,231,0,0,0
5/15/2020,Yuba County,25,21,5,5,0
5/15/2020,Wilton Rancheria Tribe,0,0,10,10,0
5/15/2020,Bishop Paiute Tribal Council,0,0,5,5,0
5/16/2020,Alameda County,533,348,91,91,0
5/16/2020,Alpine County,0,0,0,0,0
5/16/2020,Amador County,0,0,0,0,0
5/16/2020,Butte County,115,115,0,0,0
5/16/2020,Calaveras County,73,25,0,0,0
5/16/2020,Colusa County,0,0,0,0,0
5/16/2020,Contra Costa County,574,310,0,0,0
5/16/2020,Del Norte County,20,7,0,0,0
5/16/2020,El Dorado County,26,15,0,0,0
5/16/2020,Fresno County,305,250,28,28,0
5/16/2020,Glenn County,1,1,0,0,0
5/16/2020,Humboldt County,74,50,15,7,0
5/16/2020,Imperial County,132,132,37,10,0
5/16/2020,Inyo County,10,1,0,0,0
5/16/2020,Kern County,1,1,15,15,0
5/16/2020,Kings County,41,36,0,0,0
5/16/2020,Lake County,15,7,0,0,0
5/16/2020,Lassen County,5,5,0,0,0
5/16/2020,Los Angeles County,3964,2170,651,651,0
5/16/2020,Madera County ,24,21,0,0,0
5/16/2020,Marin County ,191,112,44,7,0
5/16/2020,Mariposa County,44,16,0,0,0
5/16/2020,Mendocino County,185,145,0,0,0
5/16/2020,Merced County,112,74,0,0,0
5/16/2020,Modoc County,5,1,0,0,0
5/16/2020,Mono County,5,1,0,0,0
5/16/2020,Monterey County,142,32,108,15,8
5/16/2020,Napa County ,97,53,18,12,0
5/16/2020,Nevada County ,70,10,0,0,0
5/16/2020,Orange County,666,246,78,78,0
5/16/2020,Placer County,73,34,12,12,0
5/16/2020,Plumas County,9,9,0,0,0
5/16/2020,Riverside County,299,299,15,15,0
5/16/2020,Sacramento County,420,275,63,63,0
5/16/2020,San Benito County,67,42,3,3,0
5/16/2020,San Bernardino��Co,50,37,20,0,20
5/16/2020,San Diego County,2029,409,44,44,0
5/16/2020,San Francisco,2508,978,91,91,0
5/16/2020,San Joaquin County,76,38,8,8,0
5/16/2020,San Luis Obispo County,155,0,14,14,0
5/16/2020,San Mateo County,158,158,0,0,0
5/16/2020,Santa Barbara County,116,114,0,0,0
5/16/2020,Santa Clara County,689,364,105,105,0
5/16/2020,Santa Cruz County,118,64,35,0,0
5/16/2020,Shasta County,29,20,0,0,0
5/16/2020,Sierra County,0,0,0,0,0
5/16/2020,Siskiyou County,0,0,6,6,0
5/16/2020,Solano County,238,25,0,0,0
5/16/2020,Sonoma County,157,52,0,0,0
5/16/2020,Stanislaus County,121,89,0,0,0
5/16/2020,Sutter County,19,19,5,5,0
5/16/2020,Tehama County,0,0,5,5,0
5/16/2020,Trinity County,10,0,0,0,0
5/16/2020,Tulare County,113,24,0,0,0
5/16/2020,Tuolumne County,50,8,0,0,0
5/16/2020,Ventura County,388,319,0,0,0
5/16/2020,Yolo County,246,231,0,0,0
5/16/2020,Yuba County,28,20,5,5,0
5/16/2020,Wilton Rancheria Tribe,0,0,10,10,0
